text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
"@user credo, se for verdade mesmo ta feio demaaaais kkkkkk",1,0,0,0,0,0,0
oow caralho,0,1,0,0,0,0,0
"""se pá tu mama"" é o caralho",0,1,0,0,0,0,0
porra que ódio,0,1,0,0,0,0,0
@user se contenta com a minha porra,1,1,0,0,0,0,0
"🔥@user metendo fundo no rabo de cu apertado. Puto não aguentou o pauzão grosso até o talo na cama😈💯🔥
___
📸
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user",0,1,0,0,0,0,0
@user puta que pariu. como fazer diferença nesse mundo é simples e tá sempre do nosso lado.,0,1,0,0,0,0,0
@user libera a porra do filho da puta,1,1,0,0,0,0,0
a pílula do skylab já me dá o poder de chupar meu próprio pau,0,1,0,0,0,0,0
"sei la, eu nem tenho nada cntg e tu quer exigir que eu te responda assim que fico online
vai tomar no seu cu",1,1,0,0,0,0,0
serio n quero q se apaixone por mim porra vai se foder aaaaaaaaaa,1,0,0,0,0,0,0
vai tomar no cu garena desgraçadaaaaaaa,1,1,0,0,0,0,0
@user que filhas da puta,1,1,0,0,0,0,0
"@user ""fose"" além de escroto é analfabeto 🤮",1,0,0,0,0,0,0
@user caralho que gay chata,1,0,0,1,0,0,0
@user sona lixo,1,0,0,0,0,0,0
tá no cio caralho,1,1,0,0,0,1,0
"kkkkkkkkk 
por isso eu não me acho, as vezes as mina se acha tanto, mas é muito feia 🤣🤣",1,0,0,0,0,0,0
@user q lixo de saúde mental,1,0,0,0,0,0,0
ai vai toma no cu moro eu fico indignada quando nego ta na tpm ou seja lá o q for e vem de putaria pro meu lado falta derrubar sangue na minha boca por nada se fude ninguem tem culpa se a vaginilda ta sangrando,1,1,0,0,1,1,0
não existe conteúdo mais chato do que genética 😤 q caralho,1,0,0,0,0,0,0
"@user @user vai tomar no seu c*, põe a porra do impeachment do toffoli e gilmar na pauta.",1,1,0,0,0,0,0
alex vause é um tesão d mulher puta que pariu q personagem to completamente apaixonada,0,1,0,0,0,0,0
"@user @user Com as 64 mortes, o país economizará R$2,6 milhões ao ano já que cada lixo desse custa ao país R$3mil/mês.
Com essa economia, o país pode investir em saúde para HUMANOS já que esses mortos nem animais são. Alguém que joga futebol com uma cabeça decapitada é humano?",1,1,0,0,0,0,0
não existe pessoa mais mão de vaca que a nanda,1,0,0,0,0,0,0
@user @user enche o cu de maconha e fala merda kkkk,1,1,0,0,0,0,0
"@user meu deus passada, a vagabunda e qm to achando q é?",1,1,0,0,0,1,0
@user eu tenho cu demais,0,1,0,0,0,0,0
minha irmã é insuportável puta que pariu que bicho chato,1,0,0,0,0,0,0
"se fuder p lá, eu em",0,1,0,0,0,0,0
bglh eh enfiar todas as expectativas no cu e viver suave,0,1,0,0,0,0,0
@user tinha q juntar os índio e os madeireiro e meter o pau nos donos dessas empresas,1,1,0,0,0,0,0
@user quem seria o idiota na live do facebook exatamente na hora 1:17:06 diria uma coisa dessas?,1,0,0,0,0,0,0
"@user kkkkkkkkk porra mlq, isso é muita falta de abuso",1,1,0,0,0,0,0
"@user Se a esquerda ganhar (o que nao vai acontecer) esse canalha ganha, mais ganhando a direita sera um pau no cooool desse babaca mala rola de maia e Lula 🦑 😬✊😊🇧🇷🇺🇸",1,1,0,0,0,0,0
@user carioca é dramático demais.....😂😂😂😂😂,0,0,0,0,0,0,1
"Olha Deus me livre de ter uma irma igual a bia ,alem de ser pessima irma é uma pessima tia ! Nao faz nada em casa nao lava uma louça nao varre uma casa,nao faz A PROPRIA COMIDA,duvido ate se toma banho ,nao sei quando vai acordar pra vida so vive no celular essa porra",1,0,0,0,0,0,0
@user pra que essa cara de viado,0,0,0,1,0,0,0
eu juro que se a minha morte vier é por causa desse lixo aqui,1,0,0,0,0,0,0
@user cambada de canalhas,1,0,0,0,0,0,0
ela nunca mais vai te encher o caralho do saco por estar jogando e esquecer de mandar mensagem,0,1,0,0,0,0,0
a faca a li tava perfeita pra corta o pinto do corno fora perdeu a oportunidade /2,1,1,0,0,0,0,0
@user caralho olha a filha da puta mano fodase vo usa canudo,1,1,0,0,0,0,0
coisa chata essa torcida de comentarista de volley! puta que pariu! cara chato,1,0,0,0,0,0,0
"por isso eu falo, amigo de cú é rola. bato neurose mesmo e acabou amizade porq a amiga sou eu !!!",0,1,0,0,0,0,0
quero beber que nem uma vagabunda hoje mas sem companhia como faz,0,1,0,0,0,0,0
"@user arrombando e leitando o cuzão do viado sem dó!
curte levar leitada? manda ae 🍼💦💦💦
@user",0,1,0,1,0,0,0
tá pra nascer pessoa mais trouxa que eu vei puta que pariukkkkk,0,1,0,0,0,0,0
"@user mostrei meu pinto para a sala toda,isso foi na 2 serie",0,1,0,0,0,0,0
"e ele ainda ficava agindo como se eu tivesse falando com o cu???? eu tava sendo super racional, calma e coerente",0,1,0,0,0,0,0
puta que pariu ameeeei,0,1,0,0,0,0,0
"@user inferno pra que vai ser tao fofo assim seu filho da puta 

me beija logo porra 👺",0,1,0,0,0,0,0
"@user Técnico frouxo, fraco, fudido. Mesmo com esse time de merda do vitória, dava pra ter voltado com 6 pontos. Culpa de PC que inventou esse Loss como treinador de futebol",1,1,0,0,0,0,0
nunca viu uma mulher na vida seu filho do puto que fugiu,1,1,0,0,0,0,0
tu tem uma cara que vai fuder minha vida,0,1,0,0,0,0,0
"negativo!
viado fica!",0,0,0,1,0,0,0
"porra, bando de menina sonsa",1,1,0,0,0,0,0
"essa lea é retardada, oh personagem chata do caralho, so pensa nela",1,1,0,0,0,0,0
"Brotem na dm seus puto / 🍆
@user 
@user 
@user 
@user 
@user 
@user 
@user 
@user 
@user 
@user 
@user",0,1,0,0,0,0,0
caralho mó dentão fi kkkkkkkkk porra é essa,1,0,0,0,0,0,0
"""suprema corte"" @user o weFuxintrust, como presidente do STE fazendo palestra para banqueiros para discutir eleição 2018 e LJ, durante o período eleitoral é normal?, cade a dignidade?, eleições fraudadas .",0,1,0,0,0,0,0
@user tudo filha da puta,1,1,0,0,0,0,0
"@user se eu me convidar para ir à sua casa comer o seu cu, seria indelicado da sua parte não me receber?",0,1,0,0,0,0,0
bolsominion é tão burro que vai lá julgar o trampo do cara e acaba divulgando kkkkkkkkkkkkkkkk,1,0,0,0,0,0,0
"@user é um idiota mesmo, puta que o pariu. 😂😂",1,1,0,0,0,0,0
"@user que grande cu é ver o festival pela tv.

que nunca me falte dinheiro, tempo e saúde pra ver meu boi pessoalmente",0,1,0,0,0,0,0
"@user Quem é vc bandido sonegador e oportunista pra falar dos jovens???? Vc ajudou a ""quebrar ""a previdência seu velho escroto dos infernos",1,1,0,0,0,0,0
vocês são chatos pra caralho,1,1,0,0,0,0,0
@user @user @user @user @user @user pq o nome dela não sai da sua boca viadinho?,0,0,0,1,0,0,0
minha mãe pediu p fazer caipirinha e encher no cu de vocês p ficar ruim rádio,0,1,0,0,0,0,0
"caralho, que morte",0,1,0,0,0,0,0
@user @user 2 dias e meio* kkkkkkkk quero é porra,0,1,0,0,0,0,0
matheusnrocha consegue errar tudo meu deus caralho q cara insuportável,1,0,0,0,0,0,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Levar essa rola duraça no cu deve set muito bom!,0,1,0,0,0,0,0
@user te amo cu,0,1,0,0,0,0,0
@user Você deveria ter vergonha dessa sua cara de pau. Debater como se vocês estão fechando todos os canais de participação popular????,1,0,0,0,0,0,0
@user meu pau filho da puta,0,1,0,0,0,0,0
@user palhaço,1,0,0,0,0,0,0
😂😂😂esse wey é que nem eu a foder...se não fazes careta durante a foda então não está a te cuiar 😂😂😂😂,0,1,0,0,0,0,0
"foste o teu pior inimigo quando à 5 meses atrás vieste para o twitter chamar-me de puta porque não te dei o que querias, quando fazias os teus amigos pensarem que eu e tu tínhamos alguma cena quando não tinhamos nada",0,1,0,0,0,0,0
"chupa um peitinho toma uma sopinha come uma buceta toma uma sopinha come um cuzinho toma uma sopinha,é só isso que eu queria",0,1,0,0,0,0,0
"shawn só recebe mais biscoito porque faz pop e o harry não, se o harry fosse pro pop baladinha também o mundo inteiro lambia o cu dele igual lambem o do shawn assim como lambiam quando ele era da one direction kkkk agora falar que ele é mais talentoso que o shawn KKKK",0,1,0,0,0,0,0
@user @user nossa vai tomar no cu te amo,0,1,0,0,0,0,0
a vai se foder que garoto biscoitero credo,1,0,0,0,0,0,0
vai se foder isso n pode acontecer pó,0,1,0,0,0,0,0
@user todo dia umas 10 carioca querendo mostrar oq o namorado perdeu vai toma no cu,0,1,0,0,0,0,1
@user @user garoto desgraçado kkkkkkkkkkkkkkkk,1,0,0,0,0,0,0
@user a bixa mais maravilhosa que terei a honra de receber,0,0,0,1,0,0,0
"E aí quem pode ir pra Brasília? Quem está próximo a Brasília. Vamos fretar ônibus, falar com empresas... Vamos invadir aquela merda .. caçar aqueles malditos... Porra o Peru conseguiu se livrar e nos não?",0,1,0,0,0,0,1
"@user como assim queria pau no cu, tu sabe que teu aniversário cmg, em branco n vai passar",0,1,0,0,0,0,0
"espero que pelo menos quando for contar as coisas pra alguém agora conte com toda a verdade, mentiroso do caralho, expor os outros com mentiras é fácil",1,1,0,0,0,0,0
"@user porra nenhuma, falsa..... amg tóxica",1,0,0,0,0,0,0
@user @user ele era dj e tocava pra caralho. ainda bem q ele deixou outras sobras de música antes de suicidar,0,1,0,0,0,0,0
vacilão pra caralho,1,1,0,0,0,0,0
@user putinha me cavalgando,0,1,0,0,0,1,0
vai tomar no cú odeio minha vida porra tmlc 😭😭😤😤😤😤,0,1,0,0,0,0,0
"Puta merda que tem parente que acha que a casa do casa é restaurante e eu sou uber, n basta achar que minha casa é chácara pra ir todo fim de semana e levar quem quiser ainda tem que busca em casa, vai se fude abusivos do caralho.",1,1,0,0,0,0,0
@user que cu gostoso 😈,0,1,0,0,0,0,0
"breno é foda, me chama pra ir no cinema mas quer me deixar de vela, filha da puta kkkkkkkkkkkk",1,1,0,0,0,0,0
"chamei a mulher de ""tia"" que trabalha no habibs mulher me xingou me tratou com maior ignorância, tô cheio de ódio dessa arrombada 😡😡😡😡😡😡😡",1,0,0,0,0,1,0
Video novo liberado no Xvideos !! Filho goza dentro Madrasta ... E o Pai Mete a pica com ela toda gozada ... Gostou ?? Curte e RETUITA !!! Quer ver mais ?? Acessa,0,1,0,0,0,1,0
"@user Esses caras destroem vidas, destroem sonhos, Miltão. Você, com a influência que tem, poderia fazer bem mais pelo Brasil. Infelizmente, não sinto indignação em você. Se o bicho pegar por aqui como na Venezuela, você tem grana pra onde ir. Esses filho da puta do STF estão abusando demais.",1,0,0,0,0,0,1
"@user [3/8 12:13] ester: que?
[3/8 12:13] ester: me explica direito
[3/8 12:13] leeh: porra jumenta deixa de ser lerda

isso pq e…",1,1,0,0,0,0,0
só acho q tomei no meu cu,0,1,0,0,0,0,0
@user @user @user teu cu petista sem cérebro,1,1,0,0,0,0,0
@user @user você eh idiota amor kakaksksksksksks,1,0,0,0,0,0,0
"@user bicho, o ódio que eu fiquei. a satisfação dele ter conseguido abrir a porta e apagado esse filho da puta",1,1,0,0,0,0,0
rupidelovaca tu gosta — vai tomar no cu chata,1,0,0,0,0,0,0
"ai eu chego NA PORRA DA LOJA LA E O CARA FALA Q N VAI ME FAZER O ODIO DO PIERCING 
PQ? PQ EU SOU MT NOVA E AFETAVA NO MEU CRESCIMENTO
VAI SE FUDEEEWEETWYWWHWH",0,1,0,0,0,0,0
@user kakakakakak cade essa lista???? ai as gringas viu puta que pariu,0,0,0,0,0,0,1
que coisa boa gostei de ver esse racista se fuder ...,0,1,0,0,0,0,0
"pelo menos temos qualidade de vida, saneamento básico, idh e pib altos, já na região que tu baba...",0,0,0,0,0,0,1
"@user quero não kk , apesar que você já compra no cartão mesmo cretino kk",1,0,0,0,0,0,0
"As “amigas” precisam entender, se eu peguei qlr pessoa pouco me importa se vc pegar, mas agora se teve 2% de sentimento com aquela pessoa PROCURA OUTRO, amigo é amigo filha da puta é filha da puta",0,1,0,0,0,0,0
"pega nois na rima
vc é mt feia
só queria mesmo
o namorado da maisa 🙏",1,0,0,0,0,0,0
"@user quando eu acho que “agora vai” vem a vida e fala “para de ser burra, não vai porra nenhuma”",1,1,0,0,0,0,0
e não bufa filho da puta. ficas com elas que te fodes,1,1,0,0,0,0,0
ela fica dizendo que eu sou fofinha e linda... sinceramente vai tomar no cu 😡🤙,0,1,0,0,0,0,0
"minha mãe p meu irmão ""vai fumar uma bct"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk caralho",0,1,0,0,0,0,0
@user responde a porra do grupo filha da puta,1,1,0,0,0,0,0
@user do meu cu!,0,1,0,0,0,0,0
"vou passar 3 dias com um ser humano que conversa 24h por dia e deixa a porra do telefone no vibra, ou seja, aquela merda fica fazendo o barulho insuportável do vibra sem um intervalo maior que 1 minuto (e isso o dia todoo). depois reclamam qnd eu fico puta",0,1,0,0,0,0,0
só lembro do menino que apertou o beck e o amigo deixou cair na lama kkkkkkkkkkkk ele ficou muito puto cara,0,1,0,0,0,0,0
"pq o corpo é mto constantSEUMONGOLOIDE QUER USAR SISTEMA DE NEANDERTAL CARALHO PORRA INFOMSISTENTE DO CACETE vai tomar no cu SE O MJNDO TODO USA TEM MOTIBO PORRA

nossa eu fiquei mto puto agr, quem é contra o sistema métrico tinha q ser cortado por seleção natural",1,1,0,0,0,0,0
"da vontade de socar a cara de um filho da puta que pega estes em rankeado mano, vai se foder",1,1,0,0,0,0,0
"o errado sempre sou eu, ah vai tomar no cu",0,1,0,0,0,0,0
"@user @user Patriotas, olhem como essa mídia maldita age de maneira parcial, conforme seus interesses comerciais e financeiros.
Os mentes doentias do stf impondo as próprias impunidades e essa imprensa de merda ignorando, e pior, tenta sabotar o governo B17 e lava jato incessantemente",1,0,0,0,0,0,0
@user @user @user vem logo pra cá dnv arrombado,1,0,0,0,0,0,0
"@user ta tudo fodido, ainda bem que não fui comp",0,1,0,0,0,0,0
ela queria fuder na ondinha do black toma toma piriguete,0,1,0,0,0,1,0
@user kkkkkkkkkkkk tu eh mt idiota,1,0,0,0,0,0,0
@user enfiou a noção no cu ksksksks,0,1,0,0,0,0,0
minha tá puta hoje pela amor de deus,0,1,0,0,0,0,0
@user @user você é ridícula kkkkkk,1,0,0,0,0,0,0
"e a mulher que n acreditou no meu rg, só pq tirei ele em 2011, chapou o globo seloco, ela e o maluco comparando o rg comigo p ver se parecia, ainda Re-perguntou meu nome kkkkkkk va toma no cu",0,1,0,0,0,0,0
@user corre que o robertinho tá puto,0,1,0,0,0,0,0
@user enfia essa falta de educação no seu cu filho da puta,1,1,0,0,0,0,0
@user ou vai tomar no cu,1,1,0,0,0,0,0
boa tarde so pra quem ta com fome de cu,0,1,0,0,0,0,0
@user chico palhaço mamador de tetas do dinheiro público,1,1,0,0,0,0,0
"🔥Puto gritando e dando o rabo lisinho pro leiteiro negão pauzudo😻😈🔥

📸
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user
🔥@user",0,1,0,1,1,0,0
"fiquei sabendo que votaram pra n deixarem meu time jogar o campeonato do bandeirante, e cortaram nos kkk são uns cu sem pelo mesmo",0,1,0,0,0,0,0
o sapatao n me encara assim q tu namora disgraça,1,0,0,1,0,0,0
"@user porra de ""namorado me traiu vim mostra pra ele o que ele perdeu"" vai chorar ouvir sertanejo postar meme de corno igual…",1,0,0,0,0,0,0
"Esse tweet passou na minha tela e eu queria dizer que as desculpas de vocês, cristãos, não valem de mais nada. Poderiam se desculpar e se posicionar nas urnas, antes desse lixo ser eleito presidente. Agora com toda legitimidade do preconceito, querer se arrepender é mto fácil.",1,0,0,0,0,0,0
@user mds kkkkkkkkkkkkkkk o cu correndo atras da menina kkkkkkkkkkkkkkk,0,1,0,0,0,0,0
vai tomar no cu ice eu te odeio fikho da putaaaaaaaaaaa,1,1,0,0,0,0,0
"@user @user Parabéns cretino. Ao invés de argumentar e provar que tem um pouquinho de inteligência neste teu cérebro doutrinado voce comprovou o que já sabia.

Você é um imbecil, idiota e ignorante. 

Realmente você tem todas as qualidades necessárias para pertencer a esta esquerda escrota.",1,1,0,0,0,0,0
"e o cu na mão qnd vc marca a hora de tatuar??? kkkkkkkkkkkk
parece que nunca tatuei na vida 🤦🏼‍♀️",0,1,0,0,0,0,0
@user @user como vc é podre....um babaca inútil.....,1,0,0,0,0,0,0
@user é serio ô sapatao,0,0,0,1,0,0,0
q menino forçado do caralho fica com deus,1,0,0,0,0,0,0
@user hahahahahaha não essa fia da puta ainda me perturba,1,1,0,0,0,0,0
"puta que pariu, esse time da cnb é horrível mermão",1,0,0,0,0,0,0
@user casal moderno é composto por uma pessoa que ama cachorros e a outra também pq se vc não gosta de cachorro vai tomar no cu,1,1,0,0,0,0,0
"vey eu falei pro meu pai do show que eu queria ter ido ontem, aí ele falou: não tem problema não, o próximo que eu for vc vai
MANO TUDO QUE EU QUERO ELE FALA NO PRÓXIMO QUE EU FOR A GNT VAI,MAS EU NÃO QUERIA IR NO PRÓXIMO E SIM NAQUELE Q MERDA PARECE QUE ELE NAO ENTENDE CACETE",0,1,0,0,0,0,0
"minha mãe fez um bolo e eu tinha que fazer a calda, fiz uma água rala da porra. mds estraguei o bolo, eu só precisava fazer uma calda bicho",0,1,0,0,0,0,0
"@user Você está esperando o que para indicar o @user para a @user 
Você sempre pensa e procurar atender os anseios do Povo está esperando o que?
O Resto que vá a Merda.
Fudido por 1 Fudido por 1.000
Nenhum soldado ficará para traz.
@user nos ajude aí.",0,1,0,0,0,0,0
@user @user @user @user marketing filha da puta,1,1,0,0,0,0,0
@user bom sábado pra geral e vai toma no cu palmeiras.,1,1,0,0,0,0,0
a vontade que eu tenho de mandar todo mundo pra puta que pariu tá grande,0,1,0,0,0,0,0
luiz viado dms meeeee,0,0,0,1,0,0,0
"@user KKKKKKKKKKKKKKKKKKKKKKK puta que pariu 
da ate uma sdds dos sabados de anos atras kkk
encostava de vizu punk e ja saia na porrada com geral pra sobreviver",0,1,0,0,0,0,0
@user porra vai se foder com essas coisa de me marcar em sorteio,1,1,0,0,0,0,0
vai tomar no cu tranquilo :d,1,1,0,0,0,0,0
"essa Ana Júlia, só vai tomar vergonha na cara e me deixar em paz, depois que eu meter três tapas por dentro da cara dela. Não é possível, porra garota filha da puta",1,1,0,0,0,0,0
@user grande e grosso no cú,0,1,0,0,0,0,0
"mano pega a visão, vocês querem ser um merda ?, sejam, mas n atrapalhe a vida de ninguém não porra",0,1,0,0,0,0,0
@user pirus meu piru bota reinier nessa desgraça,0,1,0,0,0,0,0
"tô pra ver uma raça mais chata que torcedor do fortal*za, puta que pariu, nunca vi gente tão incomodada com o time alheio, ai dento porra",1,1,0,0,0,0,0
ai sinceramente vai pra casa do caralho,1,1,0,0,0,0,0
"vó: michele quanto foi seu vestido 
eu : xxx
vó: o que, no cú tbm fode e goza, vou na cidade compro vários 

🤣🤣🤣🤣🤣🤣",0,1,0,0,0,0,0
@user @user cu assassino,0,1,0,0,0,0,0
hj é dia caçar cu naquele botânico 😏😈🍑,0,1,0,0,0,0,0
"guri do inferno, tudo q vai volta seu filho da puta, nunca desejei o mal pra ninguém, mas eu espero q volte p vc tudo oq vc fez pra mim",1,1,0,0,0,0,0
"@user Ei caralho vai se foder
COMO UMA FILHA DA PUTA LINDA, ENGRAÇADA E GENTIL TEM BAIXO AUTOESTIMA?
Além de ser macoeira good vibes, tu tem uma energia incrível, teu humor eh foda tu eh toda topzinha 
Parece aquela top model vitória secreta",0,1,0,0,0,0,0
"Idiota. Não seria melhor um prefeito honesto e competente, independente da cor? &gt;&gt;&gt; Presidente do Olodum avalia que Salvador precisa ter um prefeito negro ou prefeita negra. via @user",1,0,0,0,1,0,0
lixo de pessoa esse neymae,1,0,0,0,0,0,0
cade a poc que disse que a mara não faz nada. cadê????? cadê vc poc lazarenta!!!,1,0,0,1,0,0,0
"o celular dessas menina deve feder bosta, do tannnnnnnto q elas enfia no cu pra dançar 😅",0,1,0,0,0,1,0
que burro da zero pra ele eu fiz um escândalo sem saber que a season finale era dupla ou seja eu não assisti a segunda parte,1,0,0,0,0,0,0
anda por aí muito filho da puta à solta...,0,1,0,0,0,0,0
"@user na moral quer me ver puta é tá online e n me responder, tnc",0,1,0,0,0,0,0
vera magalhães lixo de merda petista sem cérebro militonta !!!,1,0,0,0,0,1,0
apaguei o tweet pra corrigir e agora perdi o filho da puta que raiva que raiva que raiva,1,1,0,0,0,0,0
"Alisson e nome de viado kkkkk — Viado deve ser seu pai que nao comeu sua mae direito e veio uma merda igual a vc, filho da puta",1,1,0,1,0,0,0
@user esse tempinho tá pedindo uma mama no seu pau no sigilo 👿🔥 chama na dm vamos ver essa meta 🍼,0,1,0,0,0,0,0
"toma no cu mano, agora perdi o game de vdd! 😭😭😭😭😭",0,1,0,0,0,0,0
vai toma no seus cu,1,1,0,0,0,0,0
@user esse vídeo da thanessa chorando no flor ontem é uma bobeira cr kkkkkkkkkkkkkkk,0,0,0,1,0,0,0
@user para fazerem skins esses filhos da puta nunca estão quietos. para dar fix no jogo de merda deles é que não.,0,1,0,0,0,0,0
@user @user é um pilantra,1,0,0,0,0,0,0
@user porra paula prado,0,1,0,0,0,0,0
"É pq tipo assim a não ser que você sinta algo off pela pessoa, aí sim. Mas mesmo assim foder é só foder e ficar também, nem precisa gostar da pessoa então kkk",0,1,0,0,0,0,0
Gente quem e essa luara pra fala da minha pessoa mais baixa q ela e só ela msm deposito de porra aceita ser a segunda opção ta emplorando o ex pra visita com macho na rua sabe nem ser vagabunda disposição eu tenho e só vc sair da onde vc ta escondida boca fedendo...,1,1,0,0,0,1,0
@user @user filho da puta mintregou,0,1,0,0,0,0,0
tu é mt gata pra esses menos fudido — rala dai feioso (a),1,1,0,0,0,0,0
"@user o idolo dispirocou 

com todo respeito na moral: vai tomar no cu tranquilo maestro junior.",1,1,0,0,0,0,0
eu te amo minha puta preferida 😂❤️,0,1,0,0,0,1,0
botando uma piranha pra mamar enquanto a outra espera 😂,0,1,0,0,0,1,0
Todo dia eu me pergunto pq a polícia militar não acabou ainda kkkkkkkkk fazer concurso e treinamento pra ser um VERDEIRO FILHA DA PUTA,1,1,0,0,0,0,0
"pessoaleeee !! 

é verdade que quando uma mulher dá o cú o rabo cresce ?? 🤔🤔",0,1,0,0,0,1,0
@user me deixa cantar arrombado,1,0,0,0,0,0,0
agora que eu sei que o david ta vivo eu vou fazer as honras e matar o filho da puta,1,1,0,0,0,0,0
se o jh comecar a ganhar hate por causa dessa briguinha de shipp q vcs tao arrumando eu vou comer o cu de vcs suas filha da puta do caralho,1,1,0,0,0,0,0
"bem feito, uma pena q é capaz o cara negro se fuder por ter espancado esse arrombado",0,1,0,0,1,0,0
"@user @user pede pros homens guardar o pinto também, a responsabilidade não é só das mulheres kk",0,1,0,0,0,0,0
@user essa gabriela é ridícula,1,0,0,0,0,0,0
@user a cara de assustado do novinho... nunca levou rola de macho ...,0,1,0,0,0,0,0
@user mais feio que batida de fusca,1,0,0,0,0,0,0
essa pora e viado não???,0,1,0,1,0,0,0
"@user @user @user kkkkkkkkkkkkkkkkkkkkkkk cheio de tesaozin de vaca do caralho

desce alcool q passa 👍😜😁😁😁😁 amém",0,1,0,0,0,1,0
quando você pensa que só tem cerveja em churrasco de família eles tiram mais bebida do cu,0,1,0,0,0,0,0
"@user que merda mano, pelo menos pegou a placa do filho da puta, onde foi isso?",1,1,0,0,0,0,0
@user mina favelada é ridículo !!!,1,0,0,0,0,1,1
"eu nao consigo acreditar como tem gente q passa pano pra racista, vai se foder mano",0,1,0,0,0,0,0
eu sei lá nego e mongol,1,0,0,1,0,0,0
@user @user @user @user a única vagabunda q eu tô vendo aqui é vc sua porca fascista filha de uma puta,1,1,0,0,0,1,0
putinha da surra de priquito kkkkkkkkkkk,0,1,0,0,0,1,0
"@user era só o que faltava, um bandido, vagabundo condenado, querendo respeito, 😡😡😡😡😡😡😡😡",1,1,0,0,0,0,0
meu deus eu me vi no espelho sem distorção de imagem caralho eu to tão feliz anorexia vai toma no cuuuuu,0,1,0,0,0,0,0
olha a felicidade do puto querendo piroca na boca 😦😦 que inveja,0,1,0,1,0,0,0
minha mãe consegue ser estúpida até quando não tem necessidade,1,0,0,0,0,0,0
@user para de mentir pra mim sua gostosa zoiuda do caralho que eu amo,0,1,0,0,0,0,0
@user @user puta que pariu essa flamenguista é muito gostosa @user @user,0,1,0,0,0,0,0
"@user porra, sem neurose. serei eternsmente grato por tudo que fez por mim !",0,1,0,0,0,0,0
"no dia da formatura do jungkook o taehyung comprou um buquê de flores todo feliz só pra presentear ele, a bighit pau no cu nao deixou e fez outra pessoa entregar quando ele claramente queria fazer, o restante dos vídeos o taehyung aparece triste e chateado",1,1,0,0,0,0,0
simulado sábado à tarde qr me fuder me beija,0,1,0,0,0,0,0
"petropolitano é um bixo pau no cu de forma involuntária, ta no sangue",0,1,0,0,0,0,1
@user todo mundo sabe que o viado é o gay escandaloso,0,0,0,1,0,0,0
"ue mas ele n era o mau caráter? 🤔🤔🤔

vai se foder nosso fagner nao, bando de arrombado",1,0,0,0,0,0,0
@user ernesto araújo literalmente falando senti frio no meu cu em roma e por isso não há aquecimento global,0,1,0,0,0,0,0
@user meu chapéu se eu pudesse tacava um rojão no cu e mandava p lua,0,1,0,0,0,0,0
@user seu cu kkkkk,0,1,0,0,0,0,0
"faço dessas palavras as minhas, se quer namorar, não traia, e se quer trair, não namore, seu(s) caralho(s),",0,1,0,0,0,0,0
@user prof de historia apoiando pra mim nao desce na vdd nao desce qualquer pessoa que apoia as ideias desse canalha,1,0,0,0,0,0,0
"Olha,só queria te dizer q vc é insuportavél,implicante,grosso,muitas vezes babaca mas eu n queria q vc mudasse absolutamente nadaa. Te amo desse jeitinho..feliz aniversario meu bebê❤️ Que papai do céu continue abençoando vc e sua familia sempre. RAMONZIN EU VOU COMER TEU BOLO🎂",1,0,0,0,0,0,0
eu sinto um nojo mto grande desse arrombado,1,0,0,0,0,0,0
"@user desisto de ti, trouxa do caralho. já vou me preparar pra quando vier chorando de novo",1,1,0,0,0,0,0
que agonia porra vai se foder vou chorar,0,1,0,0,0,0,0
@user homi eh um lixo ne gente num da,1,0,0,0,0,0,0
"""— acho você sensual pra caralho e, se você não fosse meu melhor amigo e se isto fosse um maldito sonho, eu daria pra você agora mesmo."" ARIZONA POR FAVOR PPR FAVOR POR FAVORJA TA NA HORA AMG VAI",0,1,0,0,0,0,0
"amanhã é dia de derby parceiro, dia de chutar o cú de palmeirense filho da puta",1,1,0,0,0,0,0
"@user @user Estão dançando o último tango! Dois traidores, caras de pau. Receberão o troco nas urnas.",1,0,0,0,0,0,0
"@user @user Eu sou contra a violência. 
Mas ele bem que merece umas porradas na cara.
E de preferência da mulherada que ele classifica como PUTA.",1,1,0,0,0,0,0
eu enfio a noçao no cu as vezes,0,1,0,0,0,0,0
mas amigo ele é burro como você não percebe?????,1,0,0,0,0,0,0
@user essa chuva veio só pra fuder meus planos,0,1,0,0,0,0,0
puta q pariu essa mulher me fode o psicológico,0,1,0,0,0,0,0
@user coe qual a graça de sair na porrada igual um retardado,1,0,0,0,0,0,0
"@user é, o povo continua firme no cu... 🤭",0,1,0,0,0,0,0
esse técnico é um burro. vai tomar no cú,1,1,0,0,0,0,0
"@user Se fechassem essa merda de congre$$o o Brasil 🇧🇷 evoluiria rapidamente.

Babaca invejoso que morre de inveja do Nosso Presidente @user",1,0,0,0,0,0,0
"@user puta que pariu, vai se foder mlk 😂😂😂😂 que jogada foi essa ? 😱🐳🙌🏽",0,1,0,0,0,0,0
